index,input,expect_tools_result,expect_tools_calls,eval_set_id,trace_id
27,2023 年 10 月，首批浮动管理费率基金正式发行，查询推出当日相关重仓股（某上交所新能源企业，主营锂电池正极材料，2022 年营收超 300 亿元，客户含宁德时代）的当日日线数据（不复权）、电池板块当日涨跌幅,"1. vesearch：2023 年 10 月 10 日，首批浮动管理费率基金推出，重仓股容百科技（688005）为深交所新能源企业，主营锂电池正极材料（三元材料），2022 年营收 301.2 亿元，客户含宁德时代
2. stock_zh_a_hist：[{'日期': datetime.date(2023, 10, 23), '股票代码': '688005', '开盘': 41.84, '收盘': 40.33, '最高': 41.96, '最低': 40.04, '成交量': 45649, '成交额': 185306901.0, '振幅': 4.59, '涨跌幅': -3.66, '涨跌额': -1.53, '换手率': 1.61}]
3. stock_board_industry_hist_em：[{'日期': '2023-10-23', '开盘': 903.81, '收盘': 873.28, '最高': 903.81, '最低': 868.76, '涨跌幅': -3.6, '涨跌额': -32.64, '成交量': 5542705, '成交额': 14263689292.0, '振幅': 3.87, '换手率': 1.3}]","1. vesearch：2023 年 10 月，首批浮动费率基金推出，查相关重仓的深交所新能源企业（主营锂电池正极材料，2022 年营收 300 亿 +，客户宁德时代）名称、代码、基金正式发行日期
2. stock_zh_a_hist：symbol=""688005""，period=""daily""，start_date=""20231023""，end_date=""20231023""，adjust=""""
3. stock_board_industry_hist_em：symbol=""电池""，start_date=""20231023""，end_date=""20231023""，period=""日k""，adjust=""""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_27_3b87785d52e525b178b3a571ab7d5ded.json
28,2023 年 11 月举行保险资金运用专题座谈会鼓励保险机构“用足”现行权益投资政策空间，查询上调当日高股息股（某上交所公用事业企业，主营电力生产，2022 年股息率 5.2%，核心资产为长江三峡水电站）的当日日线数据（不复权）、公司所属行业板块,"1. vesearch：2023 年 11 月 8 日，举行保险资金运用专题座谈会，高股息股长江电力（600900）为上交所公用事业企业，主营水力发电，2022 年股息率 5.2%，核心资产含长江三峡水电站
2. stock_zh_a_hist：[{'日期': datetime.date(2023, 11, 8), '股票代码': '600900', '开盘': 22.29, '收盘': 22.37, '最高': 22.45, '最低': 22.29, '成交量': 323137, '成交额': 722886394.0, '振幅': 0.72, '涨跌幅': 0.45, '涨跌额': 0.1, '换手率': 0.14}]
3. stock_individual_info_em：[{'item': '最新', 'value': 27.21}, {'item': '股票代码', 'value': '600900'}, {'item': '股票简称', 'value': '长江电力'}, {'item': '总股本', 'value': 24468217716.0}, {'item': '流通股', 'value': 24007256503.0}, {'item': '总市值', 'value': 665780204052.36}, {'item': '流通市值', 'value': 653237449446.63}, {'item': '行业', 'value': '电力行业'}, {'item': '上市时间', 'value': 20031118}]","1. vesearch：2023 年 11 月举行保险资金运用专题座谈会鼓励保险机构“用足”现行权益投资政策空间，查高股息的上交所公用事业企业（主营电力，2022 年股息率 5.2%，资产含三峡水电站）名称、代码、保险资金运用专题座谈会日期
2. stock_zh_a_hist：symbol=""600900""，period=""daily""，start_date=""20231108""，end_date=""20231108""，adjust=""""
3. stock_individual_info_em：symbol=""600900""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_28_2e9376cc0af2c34d9f42fb131fd2dcb.json
29,2023 年 12 月，开展长期股票投资试点（出资 500 亿元），查询试点启动当日相关概念股（某上交所保险企业，2022 年保费收入超 6000 亿元）的当日日线数据（不复权）、保险板块当日涨跌幅,"1. vesearch：2023 年 12 月 15 日，长期股票投资试点启动，相关概念股中国人寿（601628）为上交所保险企业，2022 年保费收入 6152.5 亿元，品牌 “中国人寿”
2. stock_zh_a_hist：[{'日期': datetime.date(2023, 12, 15), '股票代码': '601628', '开盘': 28.08, '收盘': 27.92, '最高': 28.5, '最低': 27.86, '成交量': 95602, '成交额': 268728331.0, '振幅': 2.29, '涨跌幅': -0.29, '涨跌额': -0.08, '换手率': 0.05}]
3. stock_board_industry_hist_em：[{'日期': '2023-12-15', '开盘': 918.12, '收盘': 911.56, '最高': 930.1, '最低': 911.1, '涨跌幅': -0.25, '涨跌额': -2.24, '成交量': 1648177, '成交额': 3340330356.0, '振幅': 2.08, '换手率': 0.2}]","1. vesearch：2023 年 12 月，开展长期股票投资试点，查相关概念的上交所保险企业（2022 年保费 6000 亿 +）名称、代码、试点启动日期
2. stock_zh_a_hist：symbol=""601628""，period=""daily""，start_date=""20231215""，end_date=""20231215""，adjust=""""
3. stock_board_industry_hist_em：symbol=""保险""，start_date=""20231215""，end_date=""20231215""，period=""日k""，adjust=""""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_29_2968dec8aa2d782edf6a584a881e504f.json
30,2025 年 4 月，国内某深交所主板卫浴企业（主营卫生洁具、陶瓷制品，2024 年营收超 20 亿元，核心产品为智能马桶盖）董事长离婚，2611 万股被司法冻结，查询该事件公告当日的日线数据（不复权）、当日跌幅,"1. vesearch：2025 年 4 月 24 日，瑞尔特（002790）披露《董事长离婚及股份冻结公告》，董事长离婚，2611 万股被司法冻结，公司主营卫生洁具、陶瓷制品，2024 年营收 21.8 亿元，核心产品智能马桶盖（占营收 35%）
2. stock_zh_a_hist：[{'日期': datetime.date(2025, 4, 24), '股票代码': '002790', '开盘': 7.16, '收盘': 7.18, '最高': 7.3, '最低': 7.1, '成交量': 42942, '成交额': 30878308.0, '振幅': 2.77, '涨跌幅': -0.42, '涨跌额': -0.03, '换手率': 1.65}]","1. vesearch：2025 年 4 月，深交所主板卫浴企业（主营卫生洁具，2024 年营收 20 亿 +，核心产品智能马桶盖）董事长离婚致 2611 万股冻结，查公司名称、代码、公告日期
2. stock_zh_a_hist：symbol=""002790""，period=""daily""，start_date=""20250424""，end_date=""20250424""，adjust=""""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_30_6df5932216d5cfd5d29712176c243839.json
31,2025 年 4 月，国内某上交所电气设备企业（主营电力线载波通信产品，2024 年营收超 15 亿元，客户含国家电网）控股股东离婚，9.29% 股份过户前妻，查询该事件公告后下个交易日股票开盘价、收盘价,"1. vesearch：2025 年 4 月 26 日，鼎信通讯（603421）披露《控股股东权益变动公告》，控股股东王建华离婚，9.29% 股份（4860 万股）过户前妻，公司主营电力线载波通信产品，2024 年营收 16.2 亿元，客户含国家电网
2. stock_zh_a_hist：[{'日期': datetime.date(2025, 4, 28), '股票代码': '603421', '开盘': 6.05, '收盘': 5.99, '最高': 6.12, '最低': 5.93, '成交量': 92992, '成交额': 55792907.0, '振幅': 3.12, '涨跌幅': -1.64, '涨跌额': -0.1, '换手率': 1.43}]","1. vesearch：2025 年 4 月，上交所电气设备企业（主营电力线载波通信产品，2024 年营收 15 亿 +，客户国家电网）控股股东离婚过户 9.29% 股份，查公司名称、代码、公告日期
2. stock_zh_a_hist：symbol=""603421""，period=""daily""，start_date=""20250428""，end_date=""20250428""，adjust=""qfq""
",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_31_f0b507a15c4f29d9cbb51ef145c691d4.json
32,2025 年 5 月，国内某上交所金融企业（主营金融投资与资产管理，2024 年营收超 80 亿元，因战略调整主动退市）主动退市，查询该公司上市日期、所属行业板块,"1. vesearch：2025 年 5 月 27 日，中航产融（600705）因 “聚焦核心航空主业” 战略调整主动退市，公司主营金融投资与资产管理，2024 年营收 85.6 亿元
2. stock_individual_info_em：[{'item': '最新', 'value': '-'}, {'item': '股票代码', 'value': '600705'}, {'item': '股票简称', 'value': '中航产融'}, {'item': '总股本', 'value': '-'}, {'item': '流通股', 'value': '-'}, {'item': '总市值', 'value': '-'}, {'item': '流通市值', 'value': '-'}, {'item': '行业', 'value': '-'}, {'item': '上市时间', 'value': 19960516}]","1. vesearch：2025 年 5 月，上交所金融企业（主营金融投资，2024 年营收 80 亿 +，战略调整主动退市），查公司名称、代码、摘牌日期
2. stock_individual_info_em：symbol=""600705""
",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_32_ee85933e860f9b1025ec3cf042742c3d.json
33,2025 年 7 月，国内某上交所军工企业（主营船舶制造，2024 年营收超 600 亿元，核心产品为驱逐舰、护卫舰）吸收合并获证监会批复，查询批复当日的日线数据（不复权）、军工（概念板块）当日涨跌幅,"1. vesearch：2025 年 7 月 18 日，中国重工（601989）吸收合并中国船舶获证监会批复，公司主营船舶制造，2024 年营收 628.5 亿元，核心产品为驱逐舰、护卫舰等军用船舶
2. stock_zh_a_hist：[{'日期': datetime.date(2025, 7, 18), '股票代码': '601989', '开盘': 4.65, '收盘': 4.69, '最高': 4.69, '最低': 4.63, '成交量': 1534946, '成交额': 716235996.0, '振幅': 1.29, '涨跌幅': 0.86, '涨跌额': 0.04, '换手率': 0.67}]
3. stock_board_concept_hist_em：[{'日期': '2025-07-18', '开盘': 70675.27, '收盘': 70819.3, '最高': 70949.48, '最低': 70293.59, '涨跌幅': 0.3, '涨跌额': 212.52, '成交量': 141131334, '成交额': 188731636486.0, '振幅': 0.93, '换手率': 3.44}]","1. vesearch：2025 年 7 月，上交所军工企业（主营船舶制造，2024 年营收 600 亿 +，核心产品驱逐舰 / 护卫舰）吸收合并获证监会批复，查公司名称、代码、批复日期
2. stock_zh_a_hist：symbol=""601989""，period=""daily""，start_date=""20250718""，end_date=""20250718""，adjust=""""
3. stock_board_concept_hist_em：symbol=""军工""，start_date=""20250718""，end_date=""20250718""，period=""daily""，adjust=""""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_33_542d6aa4a75890cafd1395b78e317f3.json
34,2025 年 9 月，国内某深交所创业板传媒企业（主营广告代理与影视制作，2024 年营收不足 8 亿元，因财务造假整改不力退市）被强制退市，查询深交所终止上市决定日公司是否有公告、公司从上市到终止上市决定日共多长时间（含起始日，不含结束日）,"1. vesearch：2025 年 9 月 5 日，*ST 紫天（300280）因 2023 年财务造假（虚增营收 3.2 亿元）整改不力被强制退市，公司主营广告代理与影视制作，2024 年营收 7.5 亿元
2. stock_gsrl_gsdt_em：无公司公告
3. stock_individual_info_em：[{'item': '最新', 'value': 0.42}, {'item': '股票代码', 'value': '300280'}, {'item': '股票简称', 'value': '紫天退'}, {'item': '总股本', 'value': 162065744.0}, {'item': '流通股', 'value': 160474169.0}, {'item': '总市值', 'value': 68067612.48}, {'item': '流通市值', 'value': 67399150.98}, {'item': '行业', 'value': '文化传媒'}, {'item': '上市时间', 'value': 20111229}] （4998天）","1. vesearch：2025 年 9 月，深交所创业板传媒企业（主营广告代理，2024 年营收 < 8 亿，财务造假整改不力退市），查公司名称、代码、终止上市决定日
2. stock_gsrl_gsdt_em：date=""20250905""
3. stock_individual_info_em：symbol=""300280""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_34_63a193c1f589d3861dc4adc5d0d8191f.json
35,2025 年 4 月，受美国关税战影响A股大跌，查询当日深圳证券交易所主板A股成交金额,"1. vesearch：2025 年 4 月 7 日，美国对消费电子加征 15% 关税，光弘科技（300735）受冲击，公司主营消费电子零部件，2024 年出口营收占比 75%，为苹果供应链二级供应商
2. stock_szse_summary：[{'证券类别': '股票', '数量': 2902, '成交金额': 852695060911.7, '总市值': 30255845614627.7, '流通市值': 25810195529643.46}, {'证券类别': '主板A股', '数量': 1485, '成交金额': 387657001105.66, '总市值': 19221931603767.07, '流通市值': 17391823404820.18}, {'证券类别': '主板B股', '数量': 39, '成交金额': 228364730.04, '总市值': 47344755317.08, '流通市值': 47221185144.8}, {'证券类别': '创业板A股', '数量': 1378, '成交金额': 464809695076.0, '总市值': 10986569255543.55, '流通市值': 8371150939678.48}, {'证券类别': '基金', '数量': 762, '成交金额': 89229353904.46, '总市值': 1047702537038.69, '流通市值': 1017932180962.16}, {'证券类别': 'ETF', '数量': 452, '成交金额': 84435578249.01, '总市值': 957005088721.11, '流通市值': 957005088721.11}, {'证券类别': 'LOF', '数量': 288, '成交金额': 4578487137.02, '总市值': 31412060387.11, '流通市值': 31412060387.11}, {'证券类别': '封闭式基金', '数量': 1, '成交金额': 3713061.3, '总市值': 1657964805.12, '流通市值': 1657964805.12}, {'证券类别': '基础设施基金', '数量': 21, '成交金额': 211575457.12, '总市值': 57627423125.34, '流通市值': 27857067048.81}, {'证券类别': '债券', '数量': 15396, '成交金额': 361936593672.72, '总市值': nan, '流通市值': nan}, {'证券类别': '债券现券', '数量': 14743, '成交金额': 77514128356.22, '总市值': 86367328892287.55, '流通市值': 2874786656240.95}, {'证券类别': '债券回购', '数量': 27, '成交金额': 283632100882.5, '总市值': nan, '流通市值': nan}, {'证券类别': 'ABS', '数量': 626, '成交金额': 790364434.0, '总市值': 432837669128.71, '流通市值': 432837669128.71}, {'证券类别': '期权', '数量': 490, '成交金额': 2563375495.39, '总市值': nan, '流通市值': nan}]","1. vesearch：2025 年 4 月，受美国关税战影响A股大跌，查询关税战导致A股大跌日期
2. stock_szse_summary：date=""20250407",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_35_6817bae2f15fbe4533c46bebdf41132a.json
36,2025 年 4 月，全球股市 “黑色星期一”（比特币暴跌 9%），国内某上交所银行企业（全球系统重要性银行，2024 年资产规模超 40 万亿元）所在全市场 A 股重挫，查询 “黑色星期一” 当日的日线数据（不复权）、银行板块当日跌幅,"1. vesearch：2025 年 4 月 7 日为全球 “黑色星期一”，比特币暴跌 9%，工商银行（601398）为上交所全球系统重要性银行，2024 年资产规模 42.5 万亿元
2. stock_zh_a_hist：[{'日期': datetime.date(2025, 4, 7), '股票代码': '601398', '开盘': 6.8, '收盘': 6.76, '最高': 6.82, '最低': 6.6, '成交量': 8491567, '成交额': 5702039106.0, '振幅': 3.19, '涨跌幅': -1.89, '涨跌额': -0.13, '换手率': 0.31}]
3. stock_board_industry_hist_em：[{'日期': '2025-04-07', '开盘': 3756.22, '收盘': 3630.79, '最高': 3771.11, '最低': 3554.84, '涨跌幅': -5.72, '涨跌额': -220.18, '成交量': 81586582, '成交额': 59222583907.0, '振幅': 5.62, '换手率': 0.62}]","1. vesearch：2025 年 4 月，全球 “黑色星期一”（比特币跌 9%），上交所银行企业（全球系统重要性银行，2024 年资产 40 万亿 +），查公司名称、代码、“黑色星期一” 日期
2. stock_zh_a_hist：symbol=""601398""，period=""daily""，start_date=""20250407""，end_date=""20250407""，adjust=""""
3. stock_board_industry_hist_em：symbol=""银行""，start_date=""20250407""，end_date=""20250407""，period=""日k""，adjust=""""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_36_164e9799abf5a01d036aae2e57eaf1c8.json
37,2025 年 4 月，中央汇金以 “类平准基金” 增持 800 亿元，国内某上交所金融企业（2024 年净利润超 3000 亿元，核心业务为商业银行）所在沪深 300 成分股领涨，查询增持公告当日的日线数据（不复权）、沪深 300 指数当日涨跌幅,"1. vesearch：2025 年 4 月 7 日，中央汇金公告以 “类平准基金” 增持 800 亿元，工商银行（601398）为增持标的之一，2024 年净利润 3125.8 亿元，核心业务为商业银行，沪深 300 指数000300
2. stock_zh_a_hist：[{'日期': datetime.date(2025, 4, 7), '股票代码': '601398', '开盘': 6.8, '收盘': 6.76, '最高': 6.82, '最低': 6.6, '成交量': 8491567, '成交额': 5702039106.0, '振幅': 3.19, '涨跌幅': -1.89, '涨跌额': -0.13, '换手率': 0.31}]
3. index_zh_a_hist：[{'日期': '2025-04-07', '开盘': 3675.2, '收盘': 3589.44, '最高': 3707.78, '最低': 3514.12, '成交量': 312578586, '成交额': 512971787744.6, '振幅': 5.02, '涨跌幅': -7.05, '涨跌额': -272.06, '换手率': 0.96}]","1. vesearch：2025 年 4 月，中央汇金增持 800 亿元，上交所金融企业（2024 年净利润 3000 亿 +，核心业务商业银行），查公司名称、代码、中央汇金增持公告日期，以及沪深300指数代码
2. stock_zh_a_hist：symbol=""601398""，period=""daily""，start_date=""20250407""，end_date=""20250407""，adjust=""""
3. index_zh_a_hist：symbol=""000300""，start_date=""20250407""，end_date=""20250407""，period=""daily""
",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_37_e4a439c9241a58d7f085584ab0af7bc1.json
38,2025 年 4 月，美国关税战冲击英伟达产业链，英伟达 H20 芯片的出口管制升级，国内某深交所创业板光模块企业（主营 100G/400G 光模块，2024 年营收超 147 亿元，英伟达供应链核心供应商）股价单周大跌，查询周K跌幅数据,"1. vesearch：2025 年 4 月 9 日，美国对英伟达产业链加征 20% 关税，中际旭创（300308）受冲击，公司主营 100G/400G 光模块，2024 年营收 158.6 亿元，为英伟达数据中心光模块核心供应商
2. stock_zh_a_hist：[{'日期': datetime.date(2025, 4, 11), '股票代码': '300308', '开盘': 80.1, '收盘': 78.37, '最高': 82.5, '最低': 67.2, '成交量': 3042805, '成交额': 22987911248.0, '振幅': 16.3, '涨跌幅': -16.52, '涨跌额': -15.51, '换手率': 27.68}]
","1. vesearch：2025 年 4 月，美国关税战冲击英伟达产业链，英伟达 H20 芯片的出口管制升级，深交所创业板光模块企业（主营 100G/400G 光模块，2024 年营收 147 亿 +，英伟达核心供应商），查公司名称、代码、英伟达 H20 芯片的出口管制升级日期
2. stock_zh_a_hist：symbol=""300308""，period=""weekly""，start_date=""20250409""，end_date=""20250411""，adjust=""""
",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_38_f1df1c416312e2ffab3e37b16842ae37.json
39,2025 年 4 月，全球市场波动下，国内某上交所通信企业（主营移动通信服务，2024 年净利润超 1500 亿元，5G 基站数超 350 万个）成避险资产，查询 4 月全月的月线数据（不复权）、通信服务板块 4 月涨跌幅，及公司 4 月涨幅,"1. vesearch：2025 年 4 月，中国移动（600941）为上交所通信企业，主营移动通信服务，2024 年净利润 1528.6 亿元，运营 5G 基站 356 万个，因业绩稳定成避险资产
2. stock_zh_a_hist：[{'日期': datetime.date(2025, 4, 30), '股票代码': '600941', '开盘': 107.38, '收盘': 112.25, '最高': 114.81, '最低': 104.6, '成交量': 2885398, '成交额': 31880632185.0, '振幅': 9.51, '涨跌幅': 4.55, '涨跌额': 4.89, '换手率': 31.96}]
3. stock_board_industry_hist_em：[{'日期': '2025-04-30', '开盘': 1164.48, '收盘': 1048.31, '最高': 1171.62, '最低': 931.41, '涨跌幅': -9.94, '涨跌额': -115.74, '成交量': 203344895, '成交额': 212161936652.0, '振幅': 20.64, '换手率': 15.79}]","1. vesearch：2025 年 4 月，全球波动下的避险资产，上交所通信企业（主营移动通信，2024 年净利润 1500 亿 +，5G 基站 350 万 + 个），查公司名称、代码
2. stock_zh_a_hist：symbol=""600941""，period=""monthly""，start_date=""20250401""，end_date=""20250430""，adjust=""""
3. stock_board_industry_hist_em：symbol=""通信服务""，start_date=""20250401""，end_date=""20250430""，period=""月k""，adjust=""""
",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_39_57bea2e757da5f93f13967b809d1cadd.json
40,2023 年 6 月，国内某上交所光伏企业（全球最大光伏组件制造商，2022 年组件出货量超 80GW）拟境外发行 GDR 并在瑞士上市，查询该事件公告当日的日线数据（不复权）、光伏设备板块当日涨跌幅，及公司当日涨幅,"1. vesearch：2023 年 6 月 21 日，隆基绿能（601012）披露《关于拟境外发行 GDR 并在瑞士证券交易所上市的公告》，公司为全球最大光伏组件制造商，2022 年组件出货量 85GW，核心品牌 “隆基”
2. stock_zh_a_hist：[{'日期': datetime.date(2023, 6, 21), '股票代码': '601012', '开盘': 28.65, '收盘': 27.99, '最高': 29.06, '最低': 27.97, '成交量': 1153692, '成交额': 3281017932.0, '振幅': 3.79, '涨跌幅': -2.58, '涨跌额': -0.74, '换手率': 1.52}]
3. stock_board_industry_hist_em：[{'日期': '2023-06-21', '开盘': 1710.65, '收盘': 1693.98, '最高': 1740.89, '最低': 1693.98, '涨跌幅': -1.16, '涨跌额': -19.91, '成交量': 8540809, '成交额': 22900139186.0, '振幅': 2.74, '换手率': 1.06}]","1. vesearch：2023 年 6 月，上交所光伏企业（全球最大组件制造商，2022 年出货 45GW+）拟境外发行 GDR，查公司名称、代码、公告日期
2. stock_zh_a_hist：symbol=""601012""，period=""daily""，start_date=""20230621""，end_date=""20230621""，adjust=""""
3. stock_board_industry_hist_em：symbol=""光伏设备""，start_date=""20230621""，end_date=""20230621""，period=""日k""，adjust=""""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_40_1c21f998a5c3d190bf3360806a576b77.json
41,2024 年 9 月，国内某深交所主板医药企业（主营化学原料药，2023 年营收超 15 亿元，核心产品为注射用胸腺五肽）拟 17 亿元收购半导体公司，查询复牌后 3 个交易日的日线数据（前复权）并计算累计涨幅,"1. vesearch：2024 年 9 月 11 日，双成药业（002693）复牌并披露《收购奥拉半导体 100% 股权预案》，收购价 17 亿元，公司主营化学原料药，2023 年营收 16.2 亿元，核心产品注射用胸腺五肽
2. stock_zh_a_hist：[{'日期': datetime.date(2024, 9, 11), '股票代码': '002693', '开盘': 5.74, '收盘': 5.74, '最高': 5.74, '最低': 5.74, '成交量': 19504, '成交额': 11195468.2, '振幅': 0.0, '涨跌幅': 9.96, '涨跌额': 0.52, '换手率': 0.47}, {'日期': datetime.date(2024, 9, 12), '股票代码': '002693', '开盘': 6.31, '收盘': 6.31, '最高': 6.31, '最低': 6.31, '成交量': 14207, '成交额': 8964705.34, '振幅': 0.0, '涨跌幅': 9.93, '涨跌额': 0.57, '换手率': 0.35}, {'日期': datetime.date(2024, 9, 13), '股票代码': '002693', '开盘': 6.94, '收盘': 6.94, '最高': 6.94, '最低': 6.94, '成交量': 28754, '成交额': 19955227.42, '振幅': 0.0, '涨跌幅': 9.98, '涨跌额': 0.63, '换手率': 0.7}] （累计涨幅32.95%）","1. vesearch：2024 年 9 月，深交所主板医药企业（主营化学原料药，2023 年营收 15 亿 +，核心产品胸腺五肽）拟 17 亿收购半导体公司，查公司名称、代码、复牌日期
2. stock_zh_a_hist：symbol=""002693""，period=""daily""，start_date=""20240911""，end_date=""20240913""，adjust=""qfq""
",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_41_a938149fa6e7db752a267b7c2c8afc05.json
42,2024 年 10 月，国内某深交所创业板电子企业（主营红外热像仪，2023 年营收超 8 亿元，产品应用于安防监控）拟收购先导电科 100% 股权，查询公告当日的日线数据（不复权）、公司当日涨幅,"1. vesearch：2024 年 10 月 14 日，光智科技（300489）披露《收购先导电科 100% 股权预案》，公司主营红外热像仪，2023 年营收 8.6 亿元，产品用于安防监控领域
2. stock_zh_a_hist：[{'日期': datetime.date(2024, 10, 14), '股票代码': '300489', '开盘': 27.34, '收盘': 27.34, '最高': 27.34, '最低': 27.34, '成交量': 5696, '成交额': 15573684.0, '振幅': 0.0, '涨跌幅': 20.02, '涨跌额': 4.56, '换手率': 0.42}]","1. vesearch：2024 年 10 月，深交所创业板电子企业（主营红外热像仪，2023 年营收 8 亿 +，安防监控应用）拟收购先导电科，查公司名称、代码、公告日期
2. stock_zh_a_hist：symbol=""300489""，period=""daily""，start_date=""20241014""，end_date=""20241014""，adjust=""""
",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_42_9ad4e3496ca266242679f3e4a7afb8d8.json
43,2024 年 9 月，国内某深交所主板通信企业（主营专网通信设备，2023 年海外营收占比超 40%，客户含多国应急管理部门）发布股票交易异常波动公告，披露中东业务拓展情况，查询公告当日的日线数据（不复权）、及公司当日涨幅,"1. vesearch：2024 年 9 月 23 日，海能达（002583）发布股票交易异常波动公告，公司主营专网通信设备，2023 年海外营收占比 42%
2. stock_zh_a_hist：[{'日期': datetime.date(2024, 9, 23), '股票代码': '002583', '开盘': 4.76, '收盘': 4.76, '最高': 4.76, '最低': 4.76, '成交量': 150241, '成交额': 71514649.36, '振幅': 0.0, '涨跌幅': 9.93, '涨跌额': 0.43, '换手率': 1.17}]","1. vesearch：2024 年 9 月，深交所主板通信企业（主营专网通信设备，海外营收 40%+，中东业务拓展），查公司名称、代码、披露日期
2. stock_zh_a_hist：symbol=""002583""，period=""daily""，start_date=""20240923""，end_date=""20240923""，adjust=""""
",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_43_65b74c18c798f9c6d60245916c031031.json
44,2024 年 4 月，国内某深交所创业板化工企业（主营高端精细化工产品，2023 年营收超 12 亿元，核心产品为偏苯三酸酐）主要产品价格大幅上涨，查询公司股票月度涨幅,"1. vesearch：2024 年 4 月 ，正丹股份（300641）披露《主要产品价格变动公告》，偏苯三酸酐价格同比上涨 35%，公司 2023 年营收 12.8 亿元，主营高端精细化工产品
2. stock_zh_a_hist：[{'日期': datetime.date(2024, 4, 30), '股票代码': '300641', '开盘': 4.32, '收盘': 19.9, '最高': 19.99, '最低': 4.31, '成交量': 9379902, '成交额': 10945881978.0, '振幅': 363.81, '涨跌幅': 361.72, '涨跌额': 15.59, '换手率': 190.1}]","1. vesearch：2024 年 4 月，深交所创业板化工企业（主营高端精细化工，2023 年营收 12 亿 +，核心产品偏苯三酸酐）产品涨价，查公司名称、代码
2. stock_zh_a_hist：symbol=""300641""，period=""monthly""，start_date=""20240401""，end_date=""20240430""，adjust=""""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_44_591b9d0ebf6868726f682792501af28c.json
45,2025 年 9 月，国内某深交所主板电机设备企业（主营新能源汽车电机，2024 年营收超 50 亿元，客户含比理想、小鹏）公布 2025 年员工持股计划，查询计划公告当日的日线数据（不复权）、电机板块当日涨跌幅，及公司当日涨幅,"1. vesearch：2025 年 9 月 17 日，大洋电机（002249）披露《2025 年员工持股计划草案》，拟回购 2% 股份用于员工持股，公司主营新能源汽车电机，2024 年营收 121 亿元，客户含理想、小鹏
2. stock_zh_a_hist：[{'日期': datetime.date(2025, 9, 17), '股票代码': '002249', '开盘': 10.47, '收盘': 10.9, '最高': 11.37, '最低': 10.39, '成交量': 4306013, '成交额': 4675726576.06, '振幅': 9.48, '涨跌幅': 5.42, '涨跌额': 0.56, '换手率': 23.53}]
3. stock_board_industry_hist_em：[{'日期': '2025-09-17', '开盘': 2761.28, '收盘': 2821.16, '最高': 2842.38, '最低': 2748.9, '涨跌幅': 2.07, '涨跌额': 57.3, '成交量': 12492558, '成交额': 33509007386.0, '振幅': 3.38, '换手率': 11.12}]","1. vesearch：2025 年 9 月，深交所主板电机设备企业（主营新能源电机，2024 年营收 120 亿 +，客户理想、小鹏）公布员工持股计划，查公司名称、代码、公告日期
2. stock_zh_a_hist：symbol=""002249""，period=""daily""，start_date=""20250917""，end_date=""20250917""，adjust=""""
3. stock_board_industry_hist_em：symbol=""电机""，start_date=""20250917""，end_date=""20250917""，period=""日k""，adjust=""""",financial_deep_research.evalset.json,traces/veadk_opentelemetry_tracer_veadk_default_user_financial_deep_research_45_f143419d69ed10a2d865d5e508439a85.json
